TARIH;MAL_TURU;MAL_ADI;BIRIM;ASGARI_UCRET;AZAMI_UCRET
9.05.2021 00:00;BALIK;SARPA (DEN›Z);KG;50;150
9.05.2021 00:00;BALIK;GRANYOZ (DEN›Z);KG;240;290
9.05.2021 00:00;BALIK;TURNA (DEN›Z);KG;200;500
9.05.2021 00:00;BALIK;L›DAK› (DEN›Z);KG;70;500
9.05.2021 00:00;BALIK;MERCAN (B‹Y‹KBOY);KG;130;1200
9.05.2021 00:00;BALIK;›STAKOZ (DEN›Z);KG;1300;3000
9.05.2021 00:00;BALIK;«IPURA (DEN›Z);KG;500;700
9.05.2021 00:00;BALIK;LAHOZ (DEN›Z);KG;700;800
9.05.2021 00:00;BALIK;KALAMAR (DEN›Z);KG;1200;1200
9.05.2021 00:00;BALIK;KOFANA ( DEN›Z );KG;700;700
9.05.2021 00:00;BALIK;KOLOR›T(DEN›Z);KG;150;150
9.05.2021 00:00;K‹LT‹R;«›PURA ( K‹LT‹R );KG;200;360
9.05.2021 00:00;BALIK;KOLYOZ (DEN›Z);KG;417;125
9.05.2021 00:00;BALIK;SARGOZ(DEN›Z);KG;70;600
9.05.2021 00:00;BALIK;MIRMIR (DEN›Z);KG;50;350
9.05.2021 00:00;BALIK;HAMSI (DEN›Z);KG;1083;1083
9.05.2021 00:00;BALIK;TOMBIK(DEN›Z);KG;70;70
9.05.2021 00:00;BALIK;ORK›NOZ (DEN›Z);KG;200;200
9.05.2021 00:00;BALIK;BAKALYAR(B‹Y‹KBOY);KG;210;210
9.05.2021 00:00;BALIK;KUPEZ (DEN›Z);KG;167;1833
9.05.2021 00:00;TATLI SU;ALABALIK ( TATLI );KG;230;230
9.05.2021 00:00;BALIK;L‹FER ( DEN›Z);KG;900;1000
9.05.2021 00:00;BALIK;K÷PEK (DEN›Z);KG;60;70
9.05.2021 00:00;BALIK;PALAMUT-TOR›K (DEN›Z;ADET;70;70
9.05.2021 00:00;K‹LT‹R;LEVREK ( K‹LT‹R );KG;250;430
9.05.2021 00:00;BALIK;SARDALYA (DEN›Z);KG;1667;2917
9.05.2021 00:00;BALIK;MELANUR (DEN›Z);KG;100;200
9.05.2021 00:00;BALIK;EﬁK›NA(DEN›Z);KG;200;250
9.05.2021 00:00;BALIK;KAR›DES (DEN›Z);KG;800;1700
9.05.2021 00:00;BALIK;KILI« (DEN›Z);KG;400;400
9.05.2021 00:00;BALIK;LEVREK (DEN›Z);KG;400;500
9.05.2021 00:00;BALIK;TIRSI (DEN›Z);KG;292;833
9.05.2021 00:00;BALIK;S›NAR›T (DEN›Z);KG;1200;1200
9.05.2021 00:00;TATLI SU;YILAN ( TATLI );KG;250;250
9.05.2021 00:00;BALIK;USKUMRU (DEN›Z);KG;150;400
9.05.2021 00:00;BALIK;DIL;KG;500;900
9.05.2021 00:00;BALIK;BARBUN (TEK›R);KG;300;400
9.05.2021 00:00;BALIK;ISKORPIT (DEN›Z);KG;250;800
10.05.2021 00:00;BALIK;MELANUR (DEN›Z);KG;50;150
10.05.2021 00:00;BALIK;L‹FER (K‹«‹K );KG;200;800
10.05.2021 00:00;BALIK;MIRMIR (DEN›Z);KG;250;450
10.05.2021 00:00;BALIK;AKYA (DEN›Z);KG;400;400
10.05.2021 00:00;BALIK;KUPEZ (DEN›Z);KG;167;2083
10.05.2021 00:00;BALIK;BAKALYAR(B‹Y‹KBOY);KG;95;180
10.05.2021 00:00;BALIK;USKUMRU (DEN›Z);KG;300;300
10.05.2021 00:00;BALIK;MERCAN(K‹«‹K BOY);KG;40;70
10.05.2021 00:00;BALIK;BARBUN(KAYA);KG;1000;1500
10.05.2021 00:00;BALIK;KEFAL (DEN›Z);KG;542;400
10.05.2021 00:00;BALIK;LAHOZ (DEN›Z);KG;1000;1400
10.05.2021 00:00;BALIK;B‹LB‹L (DEN›Z );KG;150;150
10.05.2021 00:00;BALIK;KIRLANGI« (DEN›Z);KG;150;1000
10.05.2021 00:00;BALIK;L‹FER ( DEN›Z);KG;800;1000
10.05.2021 00:00;BALIK;TIRSI (DEN›Z);KG;25;100
10.05.2021 00:00;BALIK;GRANYOZ (DEN›Z);KG;240;600
10.05.2021 00:00;BALIK;SARDALYA (DEN›Z);KG;833;2917
10.05.2021 00:00;TATLI SU;ALABALIK ( TATLI );KG;140;140
10.05.2021 00:00;BALIK;SARPA (DEN›Z);KG;50;150
10.05.2021 00:00;BALIK;YENGE« (DEN›Z);KG;300;300
10.05.2021 00:00;BALIK;KOFANA ( DEN›Z );KG;600;600
10.05.2021 00:00;BALIK;KOLYOZ (DEN›Z);KG;100;125
10.05.2021 00:00;BALIK;SOKKAN(DEN›Z);KG;200;200
10.05.2021 00:00;BALIK;KAR›DES (DEN›Z);KG;1000;2000
10.05.2021 00:00;BALIK;DONUK HAMS›;KG;2083;2083
10.05.2021 00:00;BALIK;L‹FER(›R› BOY);KG;700;700
10.05.2021 00:00;BALIK;KALKAN (DEN›Z);KG;800;800
10.05.2021 00:00;BALIK;PALAMUT-TOR›K (DEN›Z;ADET;80;160
10.05.2021 00:00;BALIK;ISKORPIT (DEN›Z);KG;250;400
10.05.2021 00:00;BALIK;BARBUN (TEK›R);KG;50;500
10.05.2021 00:00;BALIK;L›DAK› (DEN›Z);KG;80;500
10.05.2021 00:00;BALIK;›STAVR›T(SARI KANAT);KG;833;3333
10.05.2021 00:00;BALIK;AHTOPOT (DEN›Z);KG;600;600
10.05.2021 00:00;BALIK;TURNA (DEN›Z);KG;150;500
10.05.2021 00:00;K‹LT‹R;«›PURA ( K‹LT‹R );KG;120;850
10.05.2021 00:00;BALIK;S‹BYE (DEN›Z);KG;250;300
10.05.2021 00:00;BALIK;KARAG÷Z (DEN›Z);KG;60;100
10.05.2021 00:00;BALIK;ORK›NOZ (DEN›Z);KG;900;1000
10.05.2021 00:00;BALIK;S›NAR›T (DEN›Z);KG;200;200
10.05.2021 00:00;BALIK;DIL;KG;200;1400
10.05.2021 00:00;BALIK;«IPURA (DEN›Z);KG;560;1000
10.05.2021 00:00;BALIK;KILI« (DEN›Z);KG;500;500
10.05.2021 00:00;BALIK;D›L(CANGIDEZ);KG;800;800
10.05.2021 00:00;BALIK;MERCAN (B‹Y‹KBOY);KG;120;1500
10.05.2021 00:00;K‹LT‹R;LEVREK ( K‹LT‹R );KG;250;750
10.05.2021 00:00;BALIK;ISPAROZ (DEN›Z);KG;25;50
11.05.2021 00:00;BALIK;K÷PEK (DEN›Z);KG;50;50
11.05.2021 00:00;BALIK;«IPURA (DEN›Z);KG;230;1000
11.05.2021 00:00;BALIK;IZMARIT (DEN›Z);KG;10;10
11.05.2021 00:00;BALIK;PEYGAMBER (DEN›Z);KG;600;700
11.05.2021 00:00;BALIK;KUPEZ (DEN›Z);KG;167;125
11.05.2021 00:00;BALIK;BARBUN(KAYA);KG;900;1200
11.05.2021 00:00;BALIK;TEK›R(DEN›Z);KG;30;80
11.05.2021 00:00;BALIK;›STAKOZ (DEN›Z);KG;1500;3500
11.05.2021 00:00;BALIK;›STAVR›T(SARI KANAT);KG;4;500
11.05.2021 00:00;BALIK;SARPA (DEN›Z);KG;20;280
11.05.2021 00:00;BALIK;USKUMRU (DEN›Z);KG;400;400
11.05.2021 00:00;BALIK;ORK›NOZ (DEN›Z);KG;800;800
11.05.2021 00:00;BALIK;KOLYOZ (DEN›Z);KG;667;667
11.05.2021 00:00;BALIK;L›DAK› (DEN›Z);KG;90;3500
11.05.2021 00:00;BALIK;ISPAROZ (DEN›Z);KG;20;20
11.05.2021 00:00;BALIK;S‹BYE (DEN›Z);KG;300;330
11.05.2021 00:00;BALIK;SARGOZ(DEN›Z);KG;400;400
11.05.2021 00:00;TATLI SU;›THAL SOMON(TATLI);KG;800;820
11.05.2021 00:00;TATLI SU;ALABALIK ( TATLI );KG;130;130
11.05.2021 00:00;BALIK;AHTOPOT (DEN›Z);KG;350;600
11.05.2021 00:00;K‹LT‹R;«›PURA ( K‹LT‹R );KG;100;450
11.05.2021 00:00;BALIK;TOMBIK(DEN›Z);KG;60;130
11.05.2021 00:00;BALIK;PAPA–AN ( DEN›Z );KG;120;400
11.05.2021 00:00;BALIK;L‹FER (K‹«‹K );KG;1200;1300
11.05.2021 00:00;BALIK;MERCAN(K‹«‹K BOY);KG;20;80
11.05.2021 00:00;BALIK;LEVREK (DEN›Z);KG;270;1200
11.05.2021 00:00;BALIK;MIRMIR (DEN›Z);KG;500;600
11.05.2021 00:00;K‹LT‹R;LEVREK ( K‹LT‹R );KG;200;800
11.05.2021 00:00;BALIK;PALAMUT-TOR›K (DEN›Z;ADET;70;100
11.05.2021 00:00;BALIK;EﬁK›NA(DEN›Z);KG;500;500
11.05.2021 00:00;TATLI SU;YILAN ( TATLI );KG;350;400
11.05.2021 00:00;BALIK;ISKORPIT (DEN›Z);KG;80;1200
11.05.2021 00:00;BALIK;L‹FER ( DEN›Z);KG;800;1200
11.05.2021 00:00;BALIK;TURNA (DEN›Z);KG;50;600
11.05.2021 00:00;BALIK;KEFAL (DEN›Z);KG;333;400
11.05.2021 00:00;BALIK;BARBUN (TEK›R);KG;200;400
11.05.2021 00:00;BALIK;«›M«›M (DEN›Z);KG;280;300
11.05.2021 00:00;BALIK;KAR›DES (DEN›Z);KG;1500;2000
11.05.2021 00:00;BALIK;LAHOZ (DEN›Z);KG;1200;1300
11.05.2021 00:00;BALIK;YAZILIORKINOS(DEN›Z);KG;50;50
11.05.2021 00:00;BALIK;KRA«A ( DEN›Z );KG;333;1667
11.05.2021 00:00;BALIK;KARAG÷Z (DEN›Z);KG;15;100
11.05.2021 00:00;BALIK;TIRSI (DEN›Z);KG;83;833
11.05.2021 00:00;BALIK;DONUK HAMS›;KG;1167;300
11.05.2021 00:00;BALIK;SARDALYA (DEN›Z);KG;333;3167
11.05.2021 00:00;BALIK;GRANYOZ (DEN›Z);KG;50;500
11.05.2021 00:00;BALIK;DIL;KG;250;1000
11.05.2021 00:00;TATLI SU;«APAK(TATLI);KG;120;120
11.05.2021 00:00;BALIK;HAMSI (DEN›Z);KG;417;1667
11.05.2021 00:00;BALIK;KAM›T(DEN›Z);KG;100;100
11.05.2021 00:00;BALIK;YENGE« (DEN›Z);KG;100;100
11.05.2021 00:00;BALIK;KALAMAR (DEN›Z);KG;1000;1000
12.05.2021 00:00;BALIK;EﬁK›NA(DEN›Z);KG;300;500
12.05.2021 00:00;BALIK;L‹FER(›R› BOY);KG;800;1300
12.05.2021 00:00;BALIK;AHTOPOT (DEN›Z);KG;500;500
12.05.2021 00:00;BALIK;LAHOZ (DEN›Z);KG;750;1200
12.05.2021 00:00;BALIK;BAKALYAR(B‹Y‹KBOY);KG;170;200
12.05.2021 00:00;BALIK;PAPA–AN ( DEN›Z );KG;120;120
12.05.2021 00:00;BALIK;ZARGANA (DEN›Z);KG;350;350
12.05.2021 00:00;BALIK;L‹FER (K‹«‹K );KG;600;700
12.05.2021 00:00;BALIK;AKYA (DEN›Z);KG;400;650
12.05.2021 00:00;K‹LT‹R;«›PURA ( K‹LT‹R );KG;200;800
12.05.2021 00:00;BALIK;S‹BYE (DEN›Z);KG;200;200
12.05.2021 00:00;BALIK;TEK›R(DEN›Z);KG;1100;1100
12.05.2021 00:00;BALIK;IZMARIT (DEN›Z);KG;20;50
12.05.2021 00:00;BALIK;MERCAN (B‹Y‹KBOY);KG;250;1700
12.05.2021 00:00;BALIK;BARBUN (TEK›R);KG;330;700
12.05.2021 00:00;TATLI SU;YILAN ( TATLI );KG;40;300
12.05.2021 00:00;BALIK;SOKKAN(DEN›Z);KG;200;300
12.05.2021 00:00;BALIK;TURNA (DEN›Z);KG;300;600
12.05.2021 00:00;BALIK;KARAG÷Z (DEN›Z);KG;50;70
12.05.2021 00:00;BALIK;ORFOZ (DEN›Z);KG;700;700
12.05.2021 00:00;BALIK;BAKALYARO(K‹«‹KBOY);KG;95;150
12.05.2021 00:00;BALIK;L‹FER ( DEN›Z);KG;1300;1300
12.05.2021 00:00;K‹LT‹R;LEVREK ( K‹LT‹R );KG;340;800
12.05.2021 00:00;BALIK;KOLYOZ (DEN›Z);KG;833;833
12.05.2021 00:00;BALIK;MERCAN(K‹«‹K BOY);KG;20;200
12.05.2021 00:00;BALIK;GRANYOZ (DEN›Z);KG;320;450
12.05.2021 00:00;BALIK;«›M«›M (DEN›Z);KG;450;450
12.05.2021 00:00;TATLI SU;›THAL SOMON(TATLI);KG;800;800
12.05.2021 00:00;BALIK;KEFAL (DEN›Z);KG;417;400
12.05.2021 00:00;BALIK;MIRMIR (DEN›Z);KG;350;750
12.05.2021 00:00;TATLI SU;ALABALIK ( TATLI );KG;130;230
12.05.2021 00:00;BALIK;DONUK HAMS›;KG;250;250
12.05.2021 00:00;BALIK;BARBUN(KAYA);KG;1400;1400
12.05.2021 00:00;BALIK;KUPEZ (DEN›Z);KG;50;1833
12.05.2021 00:00;BALIK;TIRSI (DEN›Z);KG;333;833
12.05.2021 00:00;BALIK;S›NAR›T (DEN›Z);KG;400;400
12.05.2021 00:00;BALIK;PALAMUT-TOR›K (DEN›Z;ADET;170;250
12.05.2021 00:00;BALIK;LEVREK (DEN›Z);KG;1000;1000
12.05.2021 00:00;BALIK;YENGE« (DEN›Z);KG;200;200
12.05.2021 00:00;BALIK;DONUK SARDALYA;KG;833;833
12.05.2021 00:00;BALIK;KAR›DES (DEN›Z);KG;1300;2000
12.05.2021 00:00;BALIK;ISKORPIT (DEN›Z);KG;60;1000
12.05.2021 00:00;BALIK;ISTAVRIT (DEN›Z);KG;833;250
12.05.2021 00:00;BALIK;KALAMAR (DEN›Z);KG;600;1100
12.05.2021 00:00;BALIK;P›S› ( DEN›Z );KG;40;110
12.05.2021 00:00;BALIK;MELANUR (DEN›Z);KG;150;150
12.05.2021 00:00;BALIK;KOFANA ( DEN›Z );KG;600;600
12.05.2021 00:00;BALIK;SARPA (DEN›Z);KG;50;200
12.05.2021 00:00;BALIK;K÷PEK (DEN›Z);KG;50;60
12.05.2021 00:00;BALIK;USKUMRU (DEN›Z);KG;110;180
12.05.2021 00:00;TATLI SU;SOMON ( TATLI );KG;530;530
12.05.2021 00:00;BALIK;L›DAK› (DEN›Z);KG;280;500
12.05.2021 00:00;BALIK;«IPURA (DEN›Z);KG;1000;1000
12.05.2021 00:00;BALIK;›STAVR›T(SARI KANAT);KG;1667;500
12.05.2021 00:00;BALIK;SARDALYA (DEN›Z);KG;125;3333
12.05.2021 00:00;BALIK;DIL;KG;450;1000
14.05.2021 00:00;K‹LT‹R;«›PURA ( K‹LT‹R );KG;300;360
14.05.2021 00:00;BALIK;AKYA (DEN›Z);KG;600;600
14.05.2021 00:00;BALIK;TIRSI (DEN›Z);KG;417;833
14.05.2021 00:00;BALIK;S‹BYE (DEN›Z);KG;350;350
14.05.2021 00:00;TATLI SU;›THAL SOMON(TATLI);KG;820;820
14.05.2021 00:00;BALIK;MERCAN (B‹Y‹KBOY);KG;200;1000
14.05.2021 00:00;BALIK;BARBUN (TEK›R);KG;350;700
14.05.2021 00:00;BALIK;GRANYOZ (DEN›Z);KG;300;340
14.05.2021 00:00;BALIK;MERCAN(K‹«‹K BOY);KG;50;80
14.05.2021 00:00;TATLI SU;«APAK(TATLI);KG;50;50
14.05.2021 00:00;BALIK;L›DAK› (DEN›Z);KG;200;200
14.05.2021 00:00;BALIK;MIRMIR (DEN›Z);KG;350;600
14.05.2021 00:00;K‹LT‹R;LEVREK ( K‹LT‹R );KG;400;430
14.05.2021 00:00;BALIK;SARDALYA (DEN›Z);KG;1083;250
14.05.2021 00:00;BALIK;›STAVR›T(SARI KANAT);KG;833;400
14.05.2021 00:00;BALIK;KALAMAR (DEN›Z);KG;1300;1300
14.05.2021 00:00;BALIK;L‹FER ( DEN›Z);KG;950;950
14.05.2021 00:00;BALIK;KEFAL (DEN›Z);KG;125;300
14.05.2021 00:00;BALIK;TURNA (DEN›Z);KG;100;350
14.05.2021 00:00;BALIK;KAR›DES (DEN›Z);KG;1000;2500
14.05.2021 00:00;BALIK;MELANUR (DEN›Z);KG;120;120
14.05.2021 00:00;BALIK;M›DYE DONUK;KG;250;250
14.05.2021 00:00;BALIK;«›M«›M (DONUK);KG;300;300
14.05.2021 00:00;BALIK;SARPA (DEN›Z);KG;100;130
14.05.2021 00:00;TATLI SU;SAZAN ( TATLI );KG;100;160
14.05.2021 00:00;TATLI SU;YILAN ( TATLI );KG;250;300
14.05.2021 00:00;BALIK;«IPURA (DEN›Z);KG;1000;1000
14.05.2021 00:00;BALIK;KUPEZ (DEN›Z);KG;375;100
15.05.2021 00:00;BALIK;BARBUN(KAYA);KG;1600;1700
15.05.2021 00:00;BALIK;L‹FER (K‹«‹K );KG;500;600
15.05.2021 00:00;BALIK;GRANYOZ (DEN›Z);KG;240;370
15.05.2021 00:00;BALIK;ORFOZ (DEN›Z);KG;800;800
15.05.2021 00:00;BALIK;MEZG›T (DEN›Z);KG;100;100
15.05.2021 00:00;BALIK;L‹FER ( DEN›Z);KG;800;1300
15.05.2021 00:00;BALIK;LEVREK (DEN›Z);KG;700;700
15.05.2021 00:00;BALIK;USKUMRU (DEN›Z);KG;100;250
15.05.2021 00:00;K‹LT‹R;«›PURA ( K‹LT‹R );KG;200;430
15.05.2021 00:00;BALIK;«›M«›M (DEN›Z);KG;70;100
15.05.2021 00:00;BALIK;BAKALYARO(K‹«‹KBOY);KG;80;180
15.05.2021 00:00;TATLI SU;SOMON ( TATLI );KG;240;550
15.05.2021 00:00;BALIK;›STAVR›T(SARI KANAT);KG;125;400
15.05.2021 00:00;BALIK;DIL;KG;250;1300
15.05.2021 00:00;BALIK;KIRLANGI« (DEN›Z);KG;50;600
15.05.2021 00:00;BALIK;S›NAR›T (DEN›Z);KG;1300;1300
15.05.2021 00:00;BALIK;L‹FER(›R› BOY);KG;1200;1200
15.05.2021 00:00;BALIK;ISTAVRIT (DEN›Z);KG;667;100
15.05.2021 00:00;BALIK;AKYA (DEN›Z);KG;300;600
15.05.2021 00:00;K‹LT‹R;LEVREK ( K‹LT‹R );KG;200;750
15.05.2021 00:00;BALIK;›STAKOZ (DEN›Z);KG;1600;2500
15.05.2021 00:00;BALIK;SARGOZ(DEN›Z);KG;500;500
15.05.2021 00:00;BALIK;L›DAK› (DEN›Z);KG;30;500
15.05.2021 00:00;BALIK;KAR›DES (DEN›Z);KG;500;1800
15.05.2021 00:00;BALIK;KAM›T(DEN›Z);KG;50;125
15.05.2021 00:00;BALIK;PEYGAMBER (DEN›Z);KG;800;800
15.05.2021 00:00;BALIK;AHTOPOT (DEN›Z);KG;350;650
15.05.2021 00:00;BALIK;ISPAROZ (DEN›Z);KG;40;40
15.05.2021 00:00;BALIK;MERCAN (B‹Y‹KBOY);KG;100;1500
15.05.2021 00:00;BALIK;BARBUN (TEK›R);KG;110;800
15.05.2021 00:00;BALIK;SARDALYA (DEN›Z);KG;667;2917
15.05.2021 00:00;BALIK;IZMARIT (DEN›Z);KG;30;150
15.05.2021 00:00;BALIK;BAKALYAR(B‹Y‹KBOY);KG;150;450
15.05.2021 00:00;BALIK;MELANUR (DEN›Z);KG;140;220
15.05.2021 00:00;TATLI SU;›THAL SOMON(TATLI);KG;800;800
15.05.2021 00:00;BALIK;HAMSI (DEN›Z);KG;417;2083
15.05.2021 00:00;BALIK;TIRSI (DEN›Z);KG;417;100
15.05.2021 00:00;BALIK;KARAG÷Z (DEN›Z);KG;30;350
15.05.2021 00:00;BALIK;S‹BYE (DEN›Z);KG;300;320
15.05.2021 00:00;BALIK;PALAMUT-TOR›K (DEN›Z;ADET;180;220
15.05.2021 00:00;BALIK;KALAMAR (DEN›Z);KG;1200;1200
15.05.2021 00:00;BALIK;KRA«A ( DEN›Z );KG;833;1083
15.05.2021 00:00;BALIK;LAHOZ (DEN›Z);KG;800;1200
15.05.2021 00:00;BALIK;TURNA (DEN›Z);KG;300;600
15.05.2021 00:00;BALIK;SARPA (DEN›Z);KG;50;200
15.05.2021 00:00;BALIK;ISKORPIT (DEN›Z);KG;120;1000
15.05.2021 00:00;BALIK;«IPURA (DEN›Z);KG;700;900
15.05.2021 00:00;BALIK;KUPEZ (DEN›Z);KG;25;1667
15.05.2021 00:00;BALIK;FENER (DEN›Z);KG;150;400
15.05.2021 00:00;BALIK;TOMBIK(DEN›Z);KG;80;90
15.05.2021 00:00;BALIK;KEFAL (DEN›Z);KG;167;300
15.05.2021 00:00;BALIK;MIRMIR (DEN›Z);KG;170;600
15.05.2021 00:00;BALIK;MERCAN(K‹«‹K BOY);KG;30;160
15.05.2021 00:00;TATLI SU;ALABALIK ( TATLI );KG;120;120
16.05.2021 00:00;BALIK;MERCAN(K‹«‹K BOY);KG;30;80
16.05.2021 00:00;BALIK;KUPEZ (DEN›Z);KG;333;2083
16.05.2021 00:00;BALIK;KEFAL (DEN›Z);KG;50;350
16.05.2021 00:00;BALIK;S‹BYE (DEN›Z);KG;300;300
16.05.2021 00:00;BALIK;AKYA (DEN›Z);KG;200;400
16.05.2021 00:00;BALIK;KIRLANGI« (DEN›Z);KG;900;900
16.05.2021 00:00;BALIK;S›NAR›T (DEN›Z);KG;800;800
16.05.2021 00:00;BALIK;MIRMIR (DEN›Z);KG;250;800
16.05.2021 00:00;BALIK;L‹FER ( DEN›Z);KG;700;1100
16.05.2021 00:00;BALIK;LEVREK (DEN›Z);KG;500;900
16.05.2021 00:00;BALIK;L‹FER(›R› BOY);KG;600;600
16.05.2021 00:00;BALIK;ISTAVRIT (DEN›Z);KG;667;667
16.05.2021 00:00;K‹LT‹R;«›PURA ( K‹LT‹R );KG;200;400
16.05.2021 00:00;BALIK;TIRSI (DEN›Z);KG;333;75
16.05.2021 00:00;BALIK;BARBUN (TEK›R);KG;150;700
16.05.2021 00:00;BALIK;MELANUR (DEN›Z);KG;100;500
16.05.2021 00:00;BALIK;KALAMAR (DEN›Z);KG;900;1300
16.05.2021 00:00;BALIK;SARGOZ(DEN›Z);KG;500;500
16.05.2021 00:00;BALIK;IZMARIT (DEN›Z);KG;15;30
16.05.2021 00:00;BALIK;MERCAN (B‹Y‹KBOY);KG;100;1500
16.05.2021 00:00;BALIK;DIL;KG;300;1500
16.05.2021 00:00;BALIK;L‹FER (K‹«‹K );KG;200;900
16.05.2021 00:00;K‹LT‹R;LEVREK ( K‹LT‹R );KG;200;680
16.05.2021 00:00;BALIK;SARDALYA (DEN›Z);KG;75;2083
16.05.2021 00:00;BALIK;TURNA (DEN›Z);KG;150;230
16.05.2021 00:00;BALIK;BAKALYAR(B‹Y‹KBOY);KG;170;350
16.05.2021 00:00;BALIK;TOMBIK(DEN›Z);KG;80;80
16.05.2021 00:00;BALIK;FANGRI (DEN›Z);KG;2000;2000
16.05.2021 00:00;BALIK;HAMSI (DEN›Z);KG;833;833
16.05.2021 00:00;BALIK;KAR›DES (DEN›Z);KG;800;2000
16.05.2021 00:00;BALIK;PALAMUT-TOR›K (DEN›Z;ADET;100;200
16.05.2021 00:00;BALIK;ISPAROZ (DEN›Z);KG;25;50
16.05.2021 00:00;BALIK;USKUMRU (DEN›Z);KG;250;400
16.05.2021 00:00;›THAL (DONUK);ITHAL USKUMRU(DONUK);KG;210;210
16.05.2021 00:00;BALIK;KALKAN (DEN›Z);KG;1300;1700
16.05.2021 00:00;BALIK;KARAG÷Z (DEN›Z);KG;70;250
16.05.2021 00:00;BALIK;›STAVR›T(SARI KANAT);KG;125;500
16.05.2021 00:00;BALIK;L›DAK› (DEN›Z);KG;100;400
16.05.2021 00:00;BALIK;SARPA (DEN›Z);KG;20;170
16.05.2021 00:00;BALIK;KRA«A ( DEN›Z );KG;1083;150
16.05.2021 00:00;BALIK;KAM›T(DEN›Z);KG;292;292
16.05.2021 00:00;BALIK;LAHOZ (DEN›Z);KG;1200;1200
16.05.2021 00:00;BALIK;SOKKAN(DEN›Z);KG;300;300
16.05.2021 00:00;BALIK;BARBUN(KAYA);KG;700;1300
16.05.2021 00:00;BALIK;GRANYOZ (DEN›Z);KG;300;400
16.05.2021 00:00;BALIK;KOFANA ( DEN›Z );KG;500;900
16.05.2021 00:00;BALIK;ORFOZ (DEN›Z);KG;1000;1000
16.05.2021 00:00;BALIK;«IPURA (DEN›Z);KG;750;900
16.05.2021 00:00;BALIK;AHTOPOT (DEN›Z);KG;500;500
17.05.2021 00:00;BALIK;›STAKOZ (DEN›Z);KG;3500;3500
17.05.2021 00:00;BALIK;L›DAK› (DEN›Z);KG;70;500
17.05.2021 00:00;BALIK;PALAMUT-TOR›K (DEN›Z;ADET;170;250
17.05.2021 00:00;BALIK;LAHOZ (DEN›Z);KG;1000;1400
17.05.2021 00:00;TATLI SU;SOMON ( TATLI );KG;650;650
17.05.2021 00:00;BALIK;LOKUM(DEN›Z);KG;80;100
17.05.2021 00:00;BALIK;FENER (DEN›Z);KG;100;400
17.05.2021 00:00;BALIK;AHTOPOT (DEN›Z);KG;600;700
17.05.2021 00:00;BALIK;«IPURA (DEN›Z);KG;450;1000
17.05.2021 00:00;K‹LT‹R;LEVREK ( K‹LT‹R );KG;240;810
17.05.2021 00:00;BALIK;IZMARIT (DEN›Z);KG;30;70
17.05.2021 00:00;BALIK;BARBUN(KAYA);KG;900;1250
17.05.2021 00:00;TATLI SU;YILAN ( TATLI );KG;350;350
17.05.2021 00:00;BALIK;ORFOZ (DEN›Z);KG;1000;1000
17.05.2021 00:00;BALIK;KALAMAR (DEN›Z);KG;800;1300
17.05.2021 00:00;BALIK;KALKAN (DEN›Z);KG;1200;2000
17.05.2021 00:00;BALIK;ISPAROZ (DEN›Z);KG;20;60
17.05.2021 00:00;BALIK;KEFAL (DEN›Z);KG;583;350
17.05.2021 00:00;BALIK;PAPA–AN ( DEN›Z );KG;150;150
17.05.2021 00:00;BALIK;BARBUN (TEK›R);KG;180;600
17.05.2021 00:00;BALIK;L‹FER ( DEN›Z);KG;800;1300
17.05.2021 00:00;BALIK;ISKORPIT (DEN›Z);KG;10;900
17.05.2021 00:00;BALIK;AKYA (DEN›Z);KG;300;700
17.05.2021 00:00;BALIK;BAKALYAR(B‹Y‹KBOY);KG;140;700
17.05.2021 00:00;›THAL (DONUK);ITHAL USKUMRU(DONUK);KG;180;180
17.05.2021 00:00;BALIK;HAMSI (DEN›Z);KG;917;2083
17.05.2021 00:00;BALIK;›STAVR›T(SARI KANAT);KG;833;500
17.05.2021 00:00;BALIK;KOLYOZ (DEN›Z);KG;333;2083
17.05.2021 00:00;BALIK;S›NAR›T (DEN›Z);KG;400;1400
17.05.2021 00:00;BALIK;L‹FER (K‹«‹K );KG;450;500
17.05.2021 00:00;BALIK;TOMBIK(DEN›Z);KG;60;80
17.05.2021 00:00;BALIK;DIL;KG;300;1800
17.05.2021 00:00;BALIK;KAR›DES (DEN›Z);KG;1200;2500
17.05.2021 00:00;BALIK;SARDALYA (DEN›Z);KG;1083;250
17.05.2021 00:00;K‹LT‹R;«›PURA ( K‹LT‹R );KG;240;900
17.05.2021 00:00;BALIK;MELANUR (DEN›Z);KG;120;450
17.05.2021 00:00;BALIK;MIRMIR (DEN›Z);KG;200;700
17.05.2021 00:00;BALIK;ISTAVRIT (DEN›Z);KG;667;1667
17.05.2021 00:00;BALIK;KRA«A ( DEN›Z );KG;417;150
17.05.2021 00:00;BALIK;BAKALYARO(K‹«‹KBOY);KG;130;150
17.05.2021 00:00;BALIK;MEZG›T (DEN›Z);KG;80;200
17.05.2021 00:00;BALIK;«›M«›M (DEN›Z);KG;90;500
17.05.2021 00:00;BALIK;MERCAN (B‹Y‹KBOY);KG;130;1600
17.05.2021 00:00;BALIK;LEVREK (DEN›Z);KG;500;900
17.05.2021 00:00;BALIK;SARGOZ(DEN›Z);KG;70;600
17.05.2021 00:00;BALIK;KARAG÷Z (DEN›Z);KG;30;200
